,Batch_Num,Metric1,Thickness1,Thickness2,Metric2,Metric3,Metric4,Metric5,Metric6,Yield1,Width1,Length1,Metric7,Metric8,Metric9,Yield2,Width2,Length2,Metric10
788,789,2999.24,2435.47,2175.9667,1539.5734,1.4139,98.5822,0.1254,1.3675,0.9568,200.6472,72.9333,4.8416,415.3035,9.6851,0.9734,190.96200000000002,64.4113,12.4308
789,790,3018.82,2470.21,2175.9667,1539.5734,1.4139,98.5822,0.1254,1.4209,0.956,199.709,71.0333,3.5372,408.0344,9.7035,0.9729,190.0055,63.7488,12.4349
790,791,2982.16,2574.45,2181.0444,939.8456,1.3968,104.0133,0.1214,1.4122,0.9583,199.3587,74.4667,2.9698,406.5059,10.7068,0.9753,188.6519,64.2195,12.4561
791,792,2958.83,2488.5,2197.5222,1373.0077,1.1369,106.0733,0.124,1.3886,0.9679,199.113,73.2778,3.7217,410.7797,9.1275,0.9703,189.9855,64.3628,12.4561
792,793,2975.57,2566.79,2197.5222,1373.0077,1.1369,106.0733,0.124,1.3735,0.9557,199.5734,72.4333,5.479,428.5431,9.004,0.9719,190.5694,64.4017,12.4769
793,794,2925.62,2501.91,2197.5222,1373.0077,1.1369,106.0733,0.124,1.392,0.9522,198.5109,75.4556,5.4965,424.5568,9.3579,0.9699,189.153,64.3058,12.4561
794,795,3043.7,2535.71,2127.9555,1011.1924,1.0863,107.1522,0.1261,1.4221,0.9536,198.9641,72.9333,5.7897,422.5233,9.5449,0.9721,189.4192,64.0748,12.5657
795,796,3069.31,2448.37,2174.7555,1206.3506,1.4202,104.2622,0.1246,1.4372,0.9569,199.1364,74.6889,11.0208,410.32099999999997,9.8111,0.9764,189.3253,64.2041,12.5531
796,797,3090.47,2314.52,2169.1111,1431.874,1.0321,100.1744,0.1252,1.3819,0.9674,200.4667,67.2778,10.9391,405.5035,9.913,0.9806,190.5537,63.9959,12.522
797,798,2896.84,2512.61,2190.1555,1298.8207,1.3947,105.7411,0.1242,1.4228,0.9424,203.0609,68.6111,4.0941,411.8318,9.6912,0.9669,193.3697,64.6813,12.4002
798,799,3064.76,2510.72,2194.5889,1614.2776,1.2686,97.7622,0.1247,1.5366,0.9706,199.3297,70.9778,12.8884,405.2258,9.4838,0.9765,189.8459,64.6813,12.6465
799,800,2977.39,2535.07,2194.5889,1614.2776,1.2686,97.7622,0.1247,1.4588,0.9491,199.044,69.5222,8.9703,393.7677,10.4251,0.9703,188.6189,64.3404,12.5216
800,801,3010.26,2508.8,2170.0666,1364.5157,1.5447,96.77,0.12300000000000001,1.4149,0.9452,203.88299999999998,72.8778,9.6462,400.4138,10.4363,0.9582,193.4467,64.3579,12.4049
801,802,2947.39,2308.45,2218.6333,870.562,1.3084,106.9089,0.1195,1.3794,0.9741,202.6828,67.0111,4.0404,402.2433,9.4602,0.9703,193.2227,64.0127,12.4755
802,803,3036.64,2483.93,2194.5889,1614.2776,1.2686,97.7622,0.1247,1.5093,0.9468,199.2515,73.3444,10.9555,393.6944,10.5181,0.9695,188.7334,64.2616,12.4349
803,804,3045.07,2618.25,2175.9667,1539.5734,1.4139,98.5822,0.1254,1.4547,0.9653,203.7832,72.5444,7.4457,424.7771,9.3875,0.9588,194.3958,64.2455,12.4349
804,805,3085.93,2518.47,2204.5445,2076.673,1.0961,95.9222,0.1251,1.35,0.9645,203.0762,75.3333,12.7964,420.7204,9.4275,0.9578,193.6488,64.3058,12.4561
805,806,2952.31,2453.53,2188.7222,1325.523,1.1721,105.17,0.125,1.4480000000000002,0.9763,203.7087,67.4111,5.1783,420.6882,9.445,0.9709,194.2637,64.3404,12.522
806,807,3047.06,2531.16,2204.5445,2076.673,1.0961,95.9222,0.1251,1.4056,0.9657,198.9958,73.6778,3.6817,396.3827,10.3454,0.9784,188.6503,64.638,12.1298
807,808,2991.25,2519.26,2194.8,1456.076,1.5130000000000001,99.0344,0.1233,1.4745,0.9698,198.3019,75.3667,5.1992,410.8906,9.3152,0.973,188.9867,64.2771,12.4308
808,809,3045.33,2472.23,2194.5889,1614.2776,1.2686,97.7622,0.1247,1.4069999999999998,0.9511,199.1731,72.8556,5.6552,399.2567,10.5031,0.9714,188.67,64.2455,12.4049
809,810,3208.47,2294.01,2194.8,1456.076,1.5130000000000001,99.0344,0.1233,1.47,0.9561,199.2755,75.2333,4.7189,401.5309,9.5662,0.9735,189.7093,64.3628,12.4349
810,811,2939.93,2595.82,2204.5445,2076.673,1.0961,95.9222,0.1251,1.364,0.948,204.2186,70.0111,5.5945,410.6919,9.7689,0.9715,194.4497,64.5666,12.5531
811,812,3042.85,2403.21,2204.5445,2076.673,1.0961,95.9222,0.1251,1.4005,0.971,199.1622,75.7222,10.435,404.8556,9.4619,0.9762,189.7003,64.1495,12.4561
812,813,3039.04,2598.94,2187.8111,2228.7377,1.499,90.4933,0.124,1.3958,0.9488,198.7674,75.0889,8.8131,398.4613,10.356,0.9702,188.4114,64.1495,12.4561
813,814,3050.36,2846.44,2220.0445,2253.2847,1.7112,88.0444,0.1222,1.3761,0.9518,199.1521,73.1222,3.1284,409.8828,9.9201,0.9738,189.2319,64.1495,12.5535
814,815,3012.09,2551.08,2216.7333,1748.0885,1.1127,97.5822,0.1242,1.5136,0.9507,198.9641,71.8556,4.4698,405.1324,9.949,0.9731,189.0151,64.5635,12.6184
815,816,2924.39,2470.95,2188.7222,1325.523,1.1721,105.17,0.125,1.4339,0.9701,204.1209,73.7222,7.3978,431.2195,9.4058,0.9640000000000001,194.7151,64.2195,12.5216
816,817,2988.81,2461.82,2187.8111,2228.7377,1.499,90.4933,0.124,1.3753,0.9684,199.343,74.0111,10.6135,408.0283,9.4768,0.9741,189.8662,64.1495,12.4561
817,818,2958.04,2502.89,2134.7445,1244.2899,1.1827,99.5133,0.1249,1.4353,0.9654,203.5729,75.6222,12.0986,418.0937,9.4026,0.9588,194.1703,64.3058,12.4561
818,819,3087.39,2392.0,2188.6,2115.2244,1.3174,93.1656,0.1255,1.3355,0.9655,198.9808,73.0556,5.8255,408.4937,9.5326,0.9777,189.4482,64.4113,12.4845
819,820,3064.71,2478.51,2216.7333,1748.0885,1.1127,97.5822,0.1242,1.4266,0.9558,198.5806,71.4667,3.0236,407.4363,9.7047,0.9746,188.8759,64.2252,12.4078
820,821,2946.62,2470.26,2187.8111,2228.7377,1.499,90.4933,0.124,1.4379,0.9721,198.7363,74.4778,11.0952,408.2376,9.5053,0.9766,189.231,63.9862,12.5216
821,822,3009.71,2565.53,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.444,0.9673,198.9233,73.5667,14.2284,423.9089,9.9243,0.9811,188.99900000000002,64.332,12.527999999999999
822,823,3105.3,2435.9,2194.5889,1614.2776,1.2686,97.7622,0.1247,1.4875,0.9639,198.3398,70.4778,5.9104,422.62699999999995,9.4304,0.968,188.9094,64.1861,12.4308
823,824,3021.77,2544.1,2204.5445,2076.673,1.0961,95.9222,0.1251,1.3754,0.9590000000000001,197.2601,74.8556,5.4642,410.2243,9.8218,0.9765,187.4383,63.9862,12.4308
824,825,2927.54,2563.08,2188.7111,1115.4922,1.5156,102.0011,0.1225,1.4854,0.9641,198.4925,74.5778,4.7315,410.1946,9.6217,0.9776,188.8708,64.4228,12.5012
825,826,2951.83,2484.44,2218.9445,1491.3268,1.442,96.4389,0.121,1.4579,0.9520000000000001,198.4073,70.1556,11.2744,412.6203,9.724,0.9735,188.6833,64.1861,12.4969
826,827,3045.05,2443.1,2170.0666,1364.5157,1.5447,96.77,0.12300000000000001,1.4037,0.9659,204.2787,65.8,3.8667,403.6072,10.7958,0.9807,193.4829,64.6913,12.4982
827,828,3073.73,2504.01,2218.8778,1188.263,1.2557,100.9444,0.1212,1.4008,0.9645,198.983,71.0333,11.6478,418.4758,10.7861,0.9726,188.197,64.2616,12.4349
828,829,3103.85,2256.12,2194.5889,1614.2776,1.2686,97.7622,0.1247,1.4889,0.9458,198.6701,67.9889,6.8179,423.9231,9.716000000000001,0.9684,188.9541,64.3827,12.4049
829,830,3002.22,2462.06,2202.1222,1833.3772,1.8005,95.85,0.1242,1.5173,0.9442,203.4157,70.1667,3.8103,404.6972,9.664,0.9699,193.7516,64.3185,12.4349
830,831,2968.33,2476.58,2216.7333,1748.0885,1.1127,97.5822,0.1242,1.53,0.9468,198.1219,75.4333,6.0959,416.595,9.5431,0.9686,188.5788,64.4017,12.4349
831,832,2961.04,2506.43,2170.0666,1364.5157,1.5447,96.77,0.12300000000000001,1.3953,0.9461,204.6134,71.3222,5.1756,406.329,10.7168,0.972,193.8966,64.0748,12.5531
832,833,3072.03,2500.68,2205.7445,1363.1048,1.0518,101.8644,0.122,1.3896,0.9656,199.5093,73.4778,4.8205,414.1385,10.0666,0.9746,189.4428,64.638,12.6257
833,834,3021.83,2419.83,2205.7445,1363.1048,1.0518,101.8644,0.122,1.4108,0.9589,199.6262,73.6111,13.3691,411.8383,10.6553,0.9736,188.9709,64.2616,12.4349
834,835,3006.95,2435.34,2189.8111,1084.6502,1.1993,104.8856,0.1234,1.5094,0.9674,202.6499,66.7889,3.448,397.9388,9.4594,0.9607,193.1905,64.0904,12.5094
835,836,3003.72,2537.66,2210.7778,2008.9216,1.1351,91.1078,0.124,1.3940000000000001,0.9786,202.2704,70.3,5.8907,408.5205,9.4707,0.9782,192.7997,64.6702,12.512
836,837,2953.59,2504.86,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.4517,0.9551,199.6867,72.6222,6.2485,401.972,10.425999999999998,0.9757,189.2608,63.7758,12.5094
837,838,3086.52,2360.04,2204.2333,2110.8288,1.6392,89.0356,0.1245,1.4798,0.9781,202.4787,74.5889,6.6848,417.9575,9.4661,0.9728,193.0126,64.2195,12.1298
838,839,3048.76,2545.68,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.4563,0.9679,199.0494,70.9889,9.8057,407.5889,10.4536,0.9809,188.5958,64.6702,12.512
839,840,2984.06,2619.6,2225.0222,1730.848,1.5333,98.5978,0.1232,1.4696,0.9691,198.3282,72.3444,8.6658,395.3408,9.7876,0.9718,188.5405,64.4113,12.3996
840,841,2947.87,2460.05,2204.2333,2110.8288,1.6392,89.0356,0.1245,1.5209,0.9626,199.6975,75.6778,9.7279,406.1426,10.332,0.9751,189.3656,64.638,12.4078
841,842,3008.28,2504.21,2202.2556,1914.0689,1.6013,94.6922,0.1242,1.4055,0.9691,198.8975,75.0889,9.2803,400.4087,9.7648,0.9717,189.1327,64.4228,12.6257
842,843,3084.81,2445.2,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.4997,0.9591,199.8681,68.4889,9.5711,400.4493,10.3944,0.9771,189.4737,64.3185,12.4078
843,844,3034.5,2431.35,2220.0445,2253.2847,1.7112,88.0444,0.1222,1.4175,0.9661,197.9151,74.0,5.604,408.6007,10.7348,0.9737,187.1803,64.4228,12.6184
844,845,3001.26,2519.92,2224.6778,1308.6479,1.3907,101.1333,0.1208,1.5172,0.9778,203.8365,74.5556,9.2964,407.5345,9.9622,0.972,193.8743,64.2771,12.5418
845,846,3017.39,2544.64,2246.5778,1963.8016,1.1665,96.7089,0.1209,1.4959,0.978,202.3661,72.9222,5.315,403.2533,9.9808,0.9784,192.3854,64.1495,12.1298
846,847,3018.8,2440.93,2195.6667,1333.7299,1.0772,98.9844,0.1223,1.6063,0.9671,199.1285,69.5222,4.7006,396.0121,10.3504,0.9807,188.7781,64.3185,12.1298
847,848,2931.05,2528.74,2205.7,1072.8058,1.2856,100.8511,0.1216,1.5568,0.9592,199.3942,70.9,6.2518,405.1907,9.7158,0.9747,189.6784,64.4228,12.5094
848,849,3004.08,2514.67,2200.2333,1173.8377,1.3281,101.6111,0.1211,1.4914,0.9481,202.8022,73.2111,6.8529,412.5335,9.2397,0.9591,193.5625,64.5242,12.5094
849,850,2893.07,2596.63,2214.2889,988.2071,1.2513,101.7044,0.1209,1.4612,0.9498,202.9163,75.9,7.6165,416.7005,9.2191,0.9606,193.6971,64.332,12.5757
850,851,3215.87,2453.97,2212.8667,1066.9539,0.8161,101.6156,0.1203,1.3964,0.9534,201.8857,74.5333,11.571,422.1625,9.9852,0.9741,191.9005,64.332,12.5094
851,852,3004.39,2468.56,2200.9556,1126.8678,0.7859999999999999,100.37,0.1215,1.4106,0.9526,202.6174,74.8667,11.6855,420.3996,9.9475,0.9743,192.6699,64.482,12.5782
852,853,2929.93,2517.5,2218.8778,1188.263,1.2557,100.9444,0.1212,1.5189,0.9668,198.4036,72.6333,12.630999999999998,419.2681,10.6762,0.9748,187.7274,64.4228,12.6257
853,854,3089.1,2414.29,2200.9556,1126.8678,0.7859999999999999,100.37,0.1215,1.4698,0.9637,202.3901,67.3,11.3846,423.6585,9.9878,0.9793,192.4023,64.4791,12.5237
854,855,2993.19,2577.23,2204.2333,2110.8288,1.6392,89.0356,0.1245,1.4788,0.9644,202.6098,71.4333,7.0168,420.6732,9.4302,0.9572,193.1796,64.4113,12.4049
855,856,3048.39,2489.15,2205.7445,1363.1048,1.0518,101.8644,0.122,1.4282,0.9607,199.5371,73.9889,6.4448,407.4825,9.6012,0.9712,189.9359,64.638,12.4349
856,857,2951.85,2525.0,2189.5777,1320.3197,1.3459,100.7744,0.1234,1.5590000000000002,0.966,202.8617,69.2222,6.7606,423.0329,9.4419,0.9593,193.4198,74.8511,12.4673
857,858,2889.67,2254.99,2199.6334,1242.8419999999999,1.4083,99.2178,0.1221,1.4302,0.9546,199.1312,67.6556,8.8255,432.8914,10.1661,0.9748,188.9651,64.0904,12.5094
858,859,2938.02,2499.68,2114.6667,1549.4874,1.3393,98.7844,0.1262,1.4446,0.958,199.9184,74.1222,4.8396,416.6789,9.5631,0.9741,190.3554,64.5378,12.3996
859,860,2919.71,2420.32,2134.7445,1244.2899,1.1827,99.5133,0.1249,1.3331,0.9582,199.9285,75.4,5.5212,412.0992,9.568999999999999,0.9748,190.3595,64.5378,12.3996
860,861,3081.34,2453.78,2175.3445,1147.3421,1.1419,107.1422,0.1251,1.3997,0.9767,202.4395,70.7,5.603,402.29900000000004,10.562000000000001,0.9793,191.8775,64.3185,12.5288
861,862,3069.72,2372.79,2127.9555,1011.1924,1.0863,107.1522,0.1261,1.374,0.9771,199.6147,75.1889,6.9824,417.4902,10.5937,0.9806,189.0209,64.3908,12.5153
862,863,2982.62,2474.88,2114.6667,1549.4874,1.3393,98.7844,0.1262,1.3333,0.95,198.9485,74.0333,5.2269,422.8326,9.5612,0.971,189.3873,64.5378,12.3996
863,864,2997.94,2471.97,2214.1667,1705.2046,0.9113,100.4633,0.1231,1.4964,0.9712,199.4089,67.2889,9.2806,402.4408,10.8515,0.9824,188.5574,64.2263,12.4755
864,865,2904.21,2530.63,2188.6,2115.2244,1.3174,93.1656,0.1255,1.3179,0.97,198.9823,75.1667,9.1677,418.7459,9.6333,0.9752,189.3489,64.4017,12.5163
865,866,2949.75,2528.5,2246.5778,1963.8016,1.1665,96.7089,0.1209,1.507,0.9714,197.6212,71.5111,6.8496,405.0576,9.4945,0.9743,188.1268,64.2252,12.4969
866,867,2979.77,2493.03,2208.6556,1728.7576,1.5137,97.0367,0.124,1.4691,0.971,198.1256,68.3111,9.9154,414.3119,9.1253,0.9762,189.0004,64.1901,12.3996
867,868,3006.33,2424.13,2189.3556,2363.6412,2.1415,83.4233,0.1246,1.4951,0.9655,198.6665,72.3444,10.3519,421.5831,9.4524,0.9701,189.2141,64.1468,12.5049
868,869,3043.78,2522.76,2192.0,2085.6871,1.1723,94.93,0.1238,1.4463,0.9492,202.49599999999998,73.1333,6.6615,416.6365,8.9137,0.9586,193.5823,63.7758,12.5094
869,870,3019.38,2499.75,2200.9556,1126.8678,0.7859999999999999,100.37,0.1215,1.4445,0.9572,197.7157,74.2667,9.1413,431.1371,9.1711,0.9764,188.5446,64.482,12.5782
870,871,3085.1,2500.13,2199.6334,1242.8419999999999,1.4083,99.2178,0.1221,1.4873,0.9278,202.9766,70.7778,6.6826,395.9674,10.341,0.9590000000000001,192.6356,64.1861,12.5967
871,872,3212.46,2522.41,2200.2333,1173.8377,1.3281,101.6111,0.1211,1.465,0.977,196.4256,73.4111,10.7101,413.7045,9.056000000000001,0.9803,187.3696,63.901,12.5376
872,873,2982.07,2447.06,2199.6334,1242.8419999999999,1.4083,99.2178,0.1221,1.4542,0.9711,198.0467,73.1222,7.4476,409.1458,9.4485,0.9742,188.5981,63.9862,12.5094
873,874,3116.38,2404.13,2212.8667,1066.9539,0.8161,101.6156,0.1203,1.5084,0.9744,199.6094,68.8444,10.9739,414.3028,9.6223,0.9769,189.9871,64.6913,12.5106
874,875,3123.02,2488.96,2240.8666,2048.2566,1.162,86.3822,0.1233,1.554,0.9771,198.1312,75.7556,8.0044,420.9347,9.8314,0.9805,188.2999,64.482,12.5376
875,876,3078.6,2441.68,2213.5111,1183.4356,0.7531,103.0911,0.1199,1.525,0.9614,201.5815,66.0222,6.7895,402.2448,9.5789,0.9764,192.0026,64.1481,12.5376
876,877,2921.73,2515.91,2189.3556,2363.6412,2.1415,83.4233,0.1246,1.5793,0.9643,199.2838,68.6444,11.6085,409.2955,9.7225,0.9779,189.5613,64.3447,12.5106
877,878,3060.41,2453.75,2196.0,1230.0293,0.7684,97.5578,0.1219,1.4080000000000001,0.9682,199.1476,73.4333,8.4704,404.8013,9.5479,0.9790000000000001,189.5996,63.7758,12.4978
878,879,3030.23,2568.32,2196.0,1230.0293,0.7684,97.5578,0.1219,1.4411,0.9674,202.6138,72.3444,12.8362,422.6985,9.2977,0.9805,193.3162,64.5242,12.5429
879,880,2998.89,2532.66,2189.3556,2363.6412,2.1415,83.4233,0.1246,1.4108,0.9484,199.4045,71.9444,6.5451,404.2949,9.8668,0.9702,189.5377,63.7758,12.5757
880,881,3073.25,2440.08,2240.8666,2048.2566,1.162,86.3822,0.1233,1.5959999999999999,0.9772,197.5759,71.6556,11.0536,429.0809,9.3553,0.9788,188.2207,64.2488,12.5106
881,882,3078.77,2533.04,2187.4111,1942.3069,1.1864,88.0911,0.1245,1.45,0.9777,202.4201,75.5222,9.5686,423.6297,9.9673,0.9805,192.4528,64.5242,12.5429
882,883,3007.47,2571.18,2187.4111,1942.3069,1.1864,88.0911,0.1245,1.3746,0.9773,202.7188,75.5889,8.2783,420.654,9.9886,0.9802,192.7302,64.7149,12.5429
883,884,3019.98,2515.63,2196.0,1230.0293,0.7684,97.5578,0.1219,1.4919,0.9557,197.4227,67.3889,8.0488,407.2285,10.1392,0.9759,187.2836,64.2989,12.478
884,885,3056.28,2464.4,2211.7778,1177.4224,1.3377,98.9989,0.12,1.6411,0.9729,198.0368,74.9111,7.9328,413.0068,9.2823,0.9753,188.7545,63.9957,11.9482
886,887,2993.79,2510.59,2211.7778,1177.4224,1.3377,98.9989,0.12,1.4335,0.9702,198.2117,71.1222,7.6714,410.7288,9.461,0.975,188.7507,64.3447,12.5757
887,888,3007.75,2535.14,2216.5,1111.5436,0.8373,99.9867,0.1205,1.4503,0.958,197.9185,72.6778,6.6145,400.3539,9.8632,0.9759,188.0553,64.1468,12.5488
888,889,3083.14,2456.75,2216.5,1111.5436,0.8373,99.9867,0.1205,1.3434,0.9774,196.5484,72.4333,8.3564,403.5218,9.6319,0.9806,186.9166,64.2488,12.5106
889,890,3094.08,2664.52,2202.5556,1081.8043,1.2913,101.8922,0.1205,1.4334,0.9503,202.7895,70.2111,8.4286,404.3613,9.0113,0.9593,193.7781,64.5666,12.390999999999998
890,891,3071.05,2642.15,2200.9889,1054.524,1.383,100.18,0.1201,1.4532,0.9685,202.7533,70.0222,7.9718,407.37699999999995,9.0486,0.973,193.7047,64.3756,12.4996
891,892,3074.96,2448.82,2315.2667,2360.1325,1.1259,90.1144,0.11599999999999999,1.4017,0.9689,198.5627,67.5556,4.5881,418.3801,8.9012,0.9715,189.6615,64.4947,12.5484
892,893,3001.95,2598.22,2213.2111,2070.7147,1.9705,87.7411,0.1232,1.5475,0.9653,202.7188,69.0556,5.5861,401.5585,9.5651,0.9593,193.1537,64.0427,12.550999999999998
893,894,3197.43,2405.62,2171.5,1028.444,0.7899,101.5122,0.1224,1.3481,0.9795,197.9955,68.8667,7.6389,405.9059,8.9461,0.9818,189.0494,64.4228,12.5376
894,895,3001.6,2500.26,2171.5,1028.444,0.7899,101.5122,0.1224,1.4521,0.9690000000000001,198.5873,75.3556,7.999,401.9265,9.8208,0.9754,188.7664,64.7149,12.478
895,896,2956.77,2518.5,2187.4111,1942.3069,1.1864,88.0911,0.1245,1.4113,0.9664,199.4013,70.3556,6.356,399.9257,10.2551,0.9799,189.1462,64.3447,12.5106
896,897,3013.86,2527.2,2195.6667,1333.7299,1.0772,98.9844,0.1223,1.5241,0.9363,199.7952,72.5778,7.2371,401.3557,10.2349,0.9648,189.5603,64.3185,12.5967
897,898,2950.92,2439.59,2213.5111,1183.4356,0.7531,103.0911,0.1199,1.3882,0.9497,202.6146,70.5111,7.4576,409.5266,9.0831,0.9719,193.5315,64.4228,12.5484
898,899,2948.09,2480.05,2200.9889,1054.524,1.383,100.18,0.1201,1.4463,0.9652,202.1117,75.9444,9.9572,412.7251,9.4618,0.9794,192.65,64.7149,12.5429
899,900,3058.08,2524.6,2192.3778,1110.5453,0.8147,99.2922,0.1226,1.4958,0.9704,197.7901,72.8667,8.5915,409.9272,9.8208,0.9759,187.9692,63.901,12.559000000000001
900,901,3066.38,2473.1,2171.5,1028.444,0.7899,101.5122,0.1224,1.3623,0.9716,198.2711,74.1222,8.7205,414.0762,10.2023,0.9772,188.0688,64.7149,12.478
901,902,3043.18,2545.53,2192.3778,1110.5453,0.8147,99.2922,0.1226,1.3824,0.9509,203.6304,73.6111,10.463,419.1244,8.9907,0.9603,194.6397,63.7619,12.478
902,903,2978.57,2559.8,2180.5556,1165.1351,0.7892,101.4578,0.1226,1.3907,0.9689,197.1311,73.3778,8.8723,417.9476,9.6166,0.9801,187.5146,64.741,12.5429
903,904,2825.67,2286.09,2210.2778,2120.576,1.07,95.1089,0.12300000000000001,1.3947,0.9567,196.8942,70.3111,9.1545,427.3193,9.6319,0.9736,187.2623,64.6559,12.5488
904,905,2993.98,2456.25,2191.1333,2197.657,1.1569,89.7222,0.1251,1.5196,0.9688,196.7611,67.0889,6.9155,402.2797,9.8192,0.9798,186.942,64.3568,12.5106
905,906,2948.57,2526.19,2216.5,1111.5436,0.8373,99.9867,0.1205,1.4684,0.9557,198.3955,73.7556,7.0167,405.8735,9.0208,0.9719,189.3747,64.7846,12.478
906,907,2966.39,2507.22,2171.5,1028.444,0.7899,101.5122,0.1224,1.3487,0.9632,201.9133,69.9222,9.3365,412.841,10.0515,0.9784,191.8618,64.3756,12.5504
907,908,3086.05,2417.34,2216.5,1111.5436,0.8373,99.9867,0.1205,1.4678,0.9672,197.1539,72.3778,7.7735,407.5213,9.6184,0.9728,187.5355,64.332,12.478
908,909,2972.52,2454.8,2180.5556,1165.1351,0.7892,101.4578,0.1226,1.5424,0.9572,197.2811,70.0111,9.2396,413.8255,9.8202,0.9761,187.4608,64.3756,12.5488
909,910,2954.92,2412.76,2171.5,1028.444,0.7899,101.5122,0.1224,1.4418,0.9621,201.3992,73.7667,9.0371,416.5739,10.1146,0.9792,191.2846,64.741,12.5429
910,911,2986.28,2483.71,2200.9889,1054.524,1.383,100.18,0.1201,1.5794,0.9652,202.7922,65.0778,6.1691,396.61699999999996,9.8037,0.9712,192.9885,64.0248,12.5449
911,912,3111.64,2387.23,2206.5777,978.7832,1.3316,100.6189,0.1203,1.4706,0.9701,195.4287,65.7,11.4383,420.3629,9.7386,0.9822,185.6901,64.0447,12.539000000000001
912,913,3093.57,2492.27,2210.2778,2120.576,1.07,95.1089,0.12300000000000001,1.3527,0.9636,202.0896,72.2667,10.8264,417.3761,9.8406,0.9690000000000001,192.24900000000002,63.7216,12.5106
913,914,2980.66,2437.21,2200.9889,1054.524,1.383,100.18,0.1201,1.3713,0.9786,192.5209,63.0333,7.9153,413.656,9.5592,0.9809,182.9617,64.215,12.5449
914,915,2977.29,2471.5,2214.7889,1687.4606,2.2073,97.3378,0.1226,1.5071,0.956,203.71400000000003,66.3111,4.8012,407.3098,9.0489,0.9637,194.6651,64.2376,12.559000000000001
915,916,3184.83,2400.4,2189.9667,1046.6212,0.8662,102.3622,0.1208,1.4526,0.9698,196.1425,69.3,9.3415,410.2175,10.1233,0.9753,186.0193,64.0427,12.550999999999998
916,917,2998.01,2479.77,2189.9667,1046.6212,0.8662,102.3622,0.1208,1.3952,0.9668,203.0516,67.6333,10.4533,412.0628,10.1078,0.9732,192.9439,64.0427,12.550999999999998
917,918,2973.56,2536.68,2189.9667,1046.6212,0.8662,102.3622,0.1208,1.3885,0.9708,193.9771,69.8667,9.4738,407.3688,10.1653,0.9758,183.8118,64.0427,12.550999999999998
918,919,3221.21,2391.2,2189.9667,1046.6212,0.8662,102.3622,0.1208,1.4756,0.9670000000000001,203.1667,67.8111,9.0615,405.7719,10.115,0.9731,193.0517,64.0427,12.550999999999998
919,920,3000.38,2593.09,2191.1333,2197.657,1.1569,89.7222,0.1251,1.5947,0.9707,193.56099999999998,66.0111,8.7044,404.9775,9.4421,0.9728,184.1189,64.2376,12.4692
921,922,2990.58,2506.56,2194.3778,1265.1715,0.7588,100.1833,0.1204,1.5865,0.955,198.7128,73.2333,8.3273,398.6959,10.2256,0.975,188.4873,64.1468,12.5682
922,923,3007.0,2572.62,2213.2111,2070.7147,1.9705,87.7411,0.1232,1.4446,0.9692,202.6985,72.4778,10.7994,409.8516,10.0038,0.9745,192.6947,64.2488,12.5757
924,925,3091.76,2391.56,2315.2667,2360.1325,1.1259,90.1144,0.11599999999999999,1.6107,0.9702,197.0522,72.4889,6.6389,403.4815,9.8942,0.9806,187.1579,63.9471,12.4992
925,926,3013.66,2526.44,2185.2111,1141.6306,0.8447,100.5978,0.1217,1.5337,0.9685,196.6199,75.0444,8.6805,408.5064,9.5013,0.9744,187.1186,64.5242,12.4692
926,927,2982.87,2477.01,2315.2667,2360.1325,1.1259,90.1144,0.11599999999999999,1.4695,0.9782,198.1811,66.2,6.8175,405.6568,8.9468,0.981,189.2342,64.2376,12.4978
927,928,3084.82,2387.42,2171.5,1028.444,0.7899,101.5122,0.1224,1.3603,0.9575,197.5712,73.1333,9.9421,409.1935,10.0975,0.977,187.4738,64.332,12.478
929,930,2914.86,2465.11,2210.2778,2120.576,1.07,95.1089,0.12300000000000001,1.5817,0.9686,196.5141,69.0556,10.6901,417.2738,9.8875,0.9798,186.6265,64.2376,12.5376
930,931,3037.62,2431.93,2194.9556,2341.7833,2.3917,86.81,0.1231,1.4483,0.9540000000000001,197.9808,75.3889,7.9879999999999995,417.9604,9.196,0.9725,188.7847,64.741,12.3351
931,932,3097.63,2461.58,2194.9556,2341.7833,2.3917,86.81,0.1231,1.5347,0.9578,198.269,70.3556,8.0211,417.3277,9.9552,0.9739,188.3138,76.2508,12.5488
932,933,3084.23,2433.67,2194.9556,2341.7833,2.3917,86.81,0.1231,1.3059,0.9662,202.7612,67.7556,8.8695,419.9316,9.7939,0.9727,192.9673,94.2641,12.5488
933,934,2919.84,2484.9,2213.2111,2070.7147,1.9705,87.7411,0.1232,1.4455,0.9688,194.2009,70.9667,10.0361,415.7785,9.76,0.9814,184.4409,76.2508,12.5504
934,935,3154.13,2368.12,2189.9667,1046.6212,0.8662,102.3622,0.1208,1.4478,0.9709,195.5359,68.1667,11.7306,413.9296,10.0281,0.9765,185.5078,64.0427,12.550999999999998
935,936,3054.81,2430.6,2060.66,1410.3599,3.8894,96.6256,0.1181,1.3813,0.9586,197.9105,71.2111,6.4051,391.8645,10.187999999999999,0.9763,187.7224,64.1468,12.5049
